time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-11-18 09:33:05-05:00,SwingHigh,3fd53cc579db475098980546cc73d67b,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-18 09:33:05-05:00,SwingHigh,3fd53cc579db475098980546cc73d67b,NVDA,buy,market,fill,1,gtc,0.0,1,stock,138.97,100.0,0.0
2024-11-18 09:37:05-05:00,SwingHigh,af7883b49f834929a21f4a68211bfd3e,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-18 09:37:05-05:00,SwingHigh,af7883b49f834929a21f4a68211bfd3e,NVDA,buy,market,fill,1,gtc,0.0,1,stock,137.9002,100.0,0.0
2024-11-18 09:43:05-05:00,SwingHigh,60b2edae96e04e4198f3240a36fdb6df,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-18 09:43:05-05:00,SwingHigh,60b2edae96e04e4198f3240a36fdb6df,NVDA,buy,market,fill,1,gtc,0.0,1,stock,138.19,100.0,0.0
2024-11-18 09:47:05-05:00,SwingHigh,7cd7adfb5286416780469a390e758a75,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-18 09:47:05-05:00,SwingHigh,7cd7adfb5286416780469a390e758a75,NVDA,buy,market,fill,1,gtc,0.0,1,stock,137.91,100.0,0.0
2024-11-18 09:54:05-05:00,SwingHigh,2d0c64caabea46248295766ecad6b1a6,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-18 09:54:05-05:00,SwingHigh,2d0c64caabea46248295766ecad6b1a6,NVDA,buy,market,fill,1,gtc,0.0,1,stock,137.36,100.0,0.0
2024-11-18 09:58:05-05:00,SwingHigh,5a93f4f70d3f4704b430f9b6be4d4d77,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-18 09:58:05-05:00,SwingHigh,5a93f4f70d3f4704b430f9b6be4d4d77,NVDA,buy,market,fill,1,gtc,0.0,1,stock,138.11,100.0,0.0
2024-11-18 15:59:00-05:00,SwingHigh,1239bcf16d8d4fa7b3b8fc1fbdb5d1f7,NVDA,sell,market,new,1,day,0.0,1,stock,,,
2024-11-18 15:59:00-05:00,SwingHigh,1239bcf16d8d4fa7b3b8fc1fbdb5d1f7,NVDA,sell,market,fill,1,day,0.0,1,stock,139.93,600.0,0.0
2024-11-19 09:30:05-05:00,SwingHigh,208cc3f23a5d43d28116c2976c7e6eef,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-19 09:30:05-05:00,SwingHigh,208cc3f23a5d43d28116c2976c7e6eef,NVDA,buy,market,fill,1,gtc,0.0,1,stock,141.49,100.0,0.0
2024-11-19 09:35:05-05:00,SwingHigh,3c9f4c6a2284431e98702a3c38c2ade9,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-19 09:35:05-05:00,SwingHigh,3c9f4c6a2284431e98702a3c38c2ade9,NVDA,buy,market,fill,1,gtc,0.0,1,stock,141.828,100.0,0.0
2024-11-19 09:38:05-05:00,SwingHigh,bead543074734a81ac51ef382af3cd02,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-11-19 09:38:05-05:00,SwingHigh,bead543074734a81ac51ef382af3cd02,NVDA,buy,market,fill,1,gtc,0.0,1,stock,142.7148,100.0,0.0
2024-11-19 09:40:05-05:00,SwingHigh,b336096d7e704fd295e721ee46c8737a,NVDA,buy,market,new,1,gtc,0.0,1,stock,,,
